winery,wine_name,wine_type,wine_country,average_rating,num_of_ratings,wine_price,grapes,alcohol_content,reviews
Warre's,Warrior Finest Reserve Ruby Port N.V.,Fortified Wine,Portugal,3.8,2011,14.99,"Touriga Nacional, Touriga Franca, Tinta Roriz, Tinto Cao, Tinta Barroca",,"A delicious sweet wine from Portugal. Enjoyable by itself as a dessert. Showing black fruits with wood honey chocolates tobacco mocha coke. Medium plus in body with high acidity. Well balanced with mild complexity. 90 points,Intentionally sweet and easy to imbibe, Warre’s Warrior Finest Reserve Porto is simple, dense, and packed with dark plum and other overripe dark fruit flavors. Most noteworthy for its great QPR and overall value, it paired nicely with salted caramels last night. Cheers!,Reliable port with good PQR - no alcohol burns decent sweetness no distracting odour or flavours. @AH"
Hartford Court,Chardonnay 2018,White wine,United States,4.2,491,26.99,100% Chardonnay,,"Delightful wine! Get this , and enjoy some earthy, salty meal. We paired it with a salade Niçoise and it was so clean and happy!,Beautiful once it opens. There’s a purity to the subtle flavor. Very light oak. Skilled craftsmanship evident in its making.,4.7 Brilliant Chardonnay! From Russian River with Love. Light gold color. Aromas of mandarin, peach, pineapple, and tropical fruit. On the palate, fruity and some acidity. Oh so well balanced. Light oak, good fruit."
Château Roûmieu-Lacoste,Sauternes 2016,Dessert wine,France,4.2,86,25,100% Sémillon,,"( honey pineapple apricot butter) 2016 An amazing diner at Le Cafe Cent-Dix that finishes with a wonderful Sauternes that paired with our creme caramel. Sweet aromas of honey and pineapple on the nose. Fresh apricot and warm butter on the palate! Cheers! 🇫🇷🥂 #376,Bottle - Roumieu-Lacoste shows off its incredible consistency with another delicious new vintage of the Sauternes, showing the same lovely apricot, stone fruit, roasted nuts and honey notes. The wine is fermented in stainless steel and aged for a minimum of 16 months in 50% new and 50% one year use French oak barrels. The resulting wine is classic Sauternes with deep honey notes and apricot and peach flavors at just the appropriate sweetness levels without being too heavy or dense. - Jackson’s $20,Pale gold color. Nose of honey, apricot & sage. Slightly unctuous in the mouth with apricot, sage & not much acid. A long finish of honey & apricot. Fulfills the purpose for which it was intended. 100% Semillon. SS ferment & 16 mos in French oak (50% new). 4.1-4.2⭐️ from me. A great end of night."
Álvaro Domecq,1730 Pedro Ximenez N.V.,Fortified Wine,Spain,4.4,194,37.99,100% Pedro Ximenez,,"Very dense and oily In the glass. Notes of burnt caramel, prunes, fruitcake and dates with a hint of liquorice and chocolate. Good.,Great creamy and slightly Smokey flavor. Vanilla notes as well. Pairs incredibly well with s’mores.,4.5 very nice. Thick / Viscous and raisin sweet. Brownish color. Nice value. Will get more of this."
Capanna,SanGioBì Bianco Toscana 2019,White wine,Italy,4.3,32,25,Sangiovese,,"Clear, green apple on the nose, minerals and hints of rosemary. The taste: citrus! I imagine this will go very well with pasta vongole.,Delicious. Tropical fruit , some citrus, sweet pineapple, mango. Short finish and med acidity although fruit notes are riper still very fresh.,Vibrant floral and citrus flavors lead this beauty."
Cascina Gilli,Malvasia di Castelnuovo Don Bosco 2017,Dessert wine,Italy,4.2,84,19.44,,,"100% Malvasia di Schierano AKA Malvasia di Castelnuovo Don Bosco M di S is new grape # 662 in our 700 QUEST to try new, rare, unique and/or otherwise different grapes, used to make wines, from around the world A red berry Malvasia grape w/ genetic characteristic close to Malvasia del Lazio and Muscat of Alexandria Cascina Gilli is one of only two producers of a 100% M di S In 2000, there were only 452 acres planted in Italy 🇮🇹. JRWG 2012 Edition pages 581 and 582 More a dessert wine. Chill to 7-8 C,very fruity and fresh light red wine in frizzante. 5.5% alcohol, medium to high acidity without any cloying feeling. Vintage of 2017. Lovely weekend wine!,Sweet sparkling wine, smooth and easy drinking, suggested as a desert wine."
Trentadue,La Storia Petite Sirah 2018,Red wine,United States,4.3,77,29,100% Petite Sirah,14.9,"Wow! 🤤 warms my belly. Spicy, velvety, high tannin, full body, dark berries. Prett sure I purchased for under $20 at Heb! Going back to get more.,Delicious and ripe with some lovely oak character and dark fruit.,Do not pass this up. Outstanding value. Big and bold. Dark fruit, leather, slight jam, dry, and delicious. Coats the palate and hangs around. H‑E‑B buy. Enjoy!"
Clos Haut-Peyraguey,Sauternes (Premier Grand Cru Classé) 2001,Dessert wine,France,4.2,126,79.99,Sémillon,13.5,"This was a spectacular wine. It was only a 375ml bottle but we all got a taste of it. This was the last wine we opened for OTBN 2019.,Beautiful elegant sweet finish to the evening. My first Sauterne rocks! Orange rose gold colour, whiff of candied pears and cinnamon, with a complex smooth finish of honey, quince & orange marmalade.,To celebrate my mothers' 80 anniversary we opened this magic Sauternes 1er Cru Classé with the nuts cake. Simply magic. Don't have enough words to describe it. Magic golden colour limpid and brilliant. In nose, nuts, honey, apricot with subtile minerals like zync and cupper as well as menthol. In mouth silky and viscuous. High acidity and high sweetness in perfect balance with the fine and ellegant flavours. A perfect dessert wine, inspirative and contemplative. Ideal to celebrate the life of my mon!"
Ferreira,Late Bottled Vintage Port 2015,Fortified Wine,Portugal,4.1,336,23.99,Touriga Nacional,,"Good port with good balance. Caramel, nutty, raisin, prune, cherry, apricot and hints of blackberry on the palate. Great pair with Stilton.,Such a complex, rich chocolatey wine. For me its perfect balance of plum and blackberry, tannin and sweetness, lightness and body.,Sweet and fruity, but with a lot of heaviness. This is a good port wine that is more on the heavy side. Stefan Hakmann"
Valenciso,Rioja Blanco 2018,White wine,Spain,4.2,421,34.99,"70% Viura, 30% Garnacha Blanca",13.5,"Pale yellow color, discrete nose at first but after some time floral and herbal nose, on the palate yeasty flavors, white fruit, cinnamon and lemon zest.,Nose: intense apples Mouth: grapefruit with salty aftertaste. There is a great buttery overall taste due to the barrels in it’s making. A true treat.,This is very good, balanced oak & vanilla combined with lime an citrus. Some hints of butter but not to the level of a French Chardonnay. This is a combination of power and subtitle tastes."
Château de Malle,Sauternes (Grand Cru Classé) 1989,Dessert wine,France,4.3,47,,Sémillon,12.5,"Melon, honey and orange peel nose. Lovely full fruit on the palate - apricot and peach. Long slightly nutmeg finish. Really excellent. 92-93,Honey pineapple toffee toast,Orange, honey, peach, floral. long lasting finish"
Vecchio Marone,Amarone della Valpolicella 2016,Red wine,Italy,4.3,78,29.95,100% Corvina,,"This wine is so interesting. It has a simple fruity flavor in the beginning, but grows in flavor as you are enjoying it. Wait for it to open up a bit and you will have a great balanced wine.,Beautiful. Powerful and tannic, high in alcohol. A bit of plum.,Cherry, oak, earthy and plum"
Le Clos de la Meslerie,Vouvray 2014,White wine,France,4.2,51,33,Chenin Blanc,,"Appearance: clear, deep lemon Nose: clean, pronounced, developing Palate: off dry, high acid, med bodied, pronounced intensity, long finish Aromas: flint, apricot, lemon, waxy, quince Suitable for ageing,Excellent Vouvray during WSET 3 course of Winewise. Blind tasting. 🍇 chenin blanc 👁 clear, medium intensity, citrus yellow 👃🏻 clean, medium+ intensity, primary: pear, ripe jonagold apple. Tertiary: honey 👅 dry, medium body, medium+ intensity. Ripe apple, pear, honey. High acidity, medium after taste. ⚖️ 85/100. Excellent wine. No wood aging. No battonage sur lie.,Amazing Chenin. Hudson natural wine fest"
Altaneve,Rosé N.V.,Sparkling wine,Italy,4.4,285,27.99,100% Pinot Noir,,"Honey and apple on the nose, and heavy on the honey. Floral on the palate with a slight bitterness. Smooth, relatively brief finish. Quite tasty.,This is the rose. Light and refreshing. Acidity is even from beginning to end. Smooth and can go down very quick if thirsty. Will repeat anytime. Give it a 4.5.,Very good value. Pleasant fruit on the nose. Effervescent bubbles, light with a thin layer of cream at the top. Berry, stone fruit, dry, crisp, refreshing. Nice restraint bordering on elegant. 👍🏼 to Altaneve for producing this simple pleasure we enjoyed on a very hot summer’s day. Bravo 👏🏻"
Txomin Etxaniz,Getaria Rosé 2016,Rosé wine,Spain,3.9,182,18.99,Hondarrabi Zuri,,"Salty savory flavors with good balancing acidity. This wine needs food.,A very nice example of this varietal. Mineral forward, but balanced.,Still delicious strawberry, rhubarb and tea with med+ acidity and long finish"
Κτημα Τσελεπου (Ktima Tselepos),Canava Chrissou Tselepos Santorini Vieilles Vignes 2019,White wine,Greece,4.3,31,31.99,100% Assyrtiko,,"Medium straw color. On the nose: pungent! Lemon, lime, saline, oyster shell, and honeysuckle. A real savory quality. On the palate: a real kick of acidity that smoothed down to honey and lemon sherbet. Hot with alcohol!,Pale lemon. On the nose it is quite neutral. On the palate it shows citrus, lemon, grapefruit, wet stone. It is crisp and with forward acidity. Medium alcohol. All indicated that it is from a cool climate but in fact it is from Santorini. Interesting. I could really trick my friends with this wine:),Jimmy introduced me to this wine in Clearwater alati Greek food,115 ratings,162 ratings,109 ratings,100 ratings"
Cockburn's,Fine Ruby Port N.V.,Fortified Wine,Portugal,3.7,2636,12.99,"Touriga Franca, Tinta Roriz, Touriga Nacional",,"Confectionery, berries, cherry, vanilla on the nose. More of this on the palate, with strawberry, candied red fruit and candied apple.,Rich steeped cherries with hints of strawberry, finished off by almond and vanilla. Easy drinking good value entry level ruby port."
Lola,Russian River Valley Pinot Noir 2017,Red wine,United States,4.3,100,31.99,100% Pinot Noir,,"BlackBerry, fruity and yummy Great value,This was fantastic. Very strong vanilla taste and one of the most smooth wines I’ve had,Thyme, cured meat, baking spice, and medicinal aromas. Dense dark fruit core, medium tannin/acid."
Volver,Tarima Mediterráneo 2019,White wine,Spain,4.2,30,12.99,"Moscatel de Alejandría, Merseguera",,"Fantastic value wine! Do you like Vihno Verde but want something with a little more depth? Have I got the wine for you! Honeydew melon and lychee fruit. This is not a sweet wine, but if you have a moscato drinker that you want to trick into liking something new and delicious, this might be just the trick 😉,I really hesitate to give this rating when this averages over a 4, but this just flat out tastes “bad”. The wine has not gone bad, I just cant find anything positive to say. Note, i can drink ripple if needed (not that i want to lol), but prefer delicious wines, and this is not one of them. Harsh on the palate and yet only 12%, the notes seem present yet are muddled in ways that are not pleasant.,Ritz cracker on the nose, maybe a little saltine cracker too, pear Lightly grippy, a little pithy, md+ acid, long finish, full body"
Kracher,Cuvée Spätlese 2017,Dessert wine,Austria,3.7,176,22.16,"Pinot Gris, Chardonnay",10.5,"Not my preferred variety but i liked this cuveé. Notes of Honey and apple which agree very well in a proper tasty finish.,Lovely light spetlase, sweet Wine with a nose and body that holds honey, sweet Apples and some lime that goes Lovely with a dessert that is sweet but also fresh.,Clear pale citrus yellow, mid nose intensity with apple, peach, apricot, flowers, mango, half sweet, mid+ acidity, mid body, mid palate with pear, apple, apricot, salty, herbal, mid long lasting finish"
Château Les Arroucats,Sainte-Croix-du-Mont Cuvée Virginie 2017,Dessert wine,France,4.3,32,15,"Sauvignon Blanc, Muscadelle",13.5,"4.0 tough to rate. Pungent nose of apricot and resin almost petrol. Viscous mouthfeel tart and sweet. Burnt sugar notes, makes you think cream brûlée. Some vegetal or grass notes like hay. Finish is surprisingly dry with diminished sweetness. Glad I tried it, Passito owns my wallet, would not refuse it from a friend.,Chris loved this uber sweet dessert wine,Very fruity, balanced sweet wine. Tropical fruits, gooseberry and apricots."
Ca'Montebello di Scarani Luigi,Sangue di Giuda 2019,Red wine,Italy,4.3,33,15.99,"Barbera, Croatina",,"Deep Ruby color and intense juicy fruit.,Juicy, raisins, sweet, pearly. Very nice balanced fruits. Super aromatic and unusual! Wow!,Easy to drink, fruity and sweet. Perfect for an after dinner wine."
